report_num,significant,long,lat
20100086,0,-102.9138,48.39475
20100087,0,-90.07892,38.82204
20100088,0,-84.62941,33.85651
20100089,0,-95.141,29.7268
20100090,1,-94.94167,29.3475
20100091,0,-119.31192,35.27901
20100092,0,-103.0763,32.611
20100093,1,-81.36428,40.70942
20100094,1,-97.72254,38.47623
20100095,1,-97.02048,37.81654
20100096,0,-114.27034,42.51862
20100097,1,-82.59958,27.86028
20100098,0,-95.32798,42.45589
20100099,0,-74.2383,40.6054
20100100,0,-95.1489,46.8197
20100101,0,-91.18293,30.19071
20100102,0,-95.2338293,29.706473
20100103,1,-94.93901,29.34921
20100104,0,-118.27167,33.735001
20100105,0,-115.045311,36.253344
20100106,0,-96.74417,35.93749
20100107,0,-99.73018,38.72582
20100108,0,-102.46394,32.47042
20100109,1,-90.8508001,30.0119001
20100110,0,-95.179554,29.718767
20100111,0,-98.58654,33.07358
20100112,0,-102.380665,31.42962
20100113,0,-104.51014,42.20753
20100114,1,-74.21755,40.61428
20100115,0,-101.20851,48.720364
20100116,0,-94.60705,39.12851
20100117,0,-81.87401,34.91801
20100118,1,-98.350678,32.56184
20100119,1,-97.92161,44.62351
20100120,0,-100.83715,32.53091
20100121,0,-95.18038,29.71831
20100122,0,-94.84975,29.88878
20100123,0,-93.277717,30.239547
20100124,1,-145.76661,63.93074
20100125,0,-104.949162,39.800348
20100126,0,-90.71667,29.95687
20100127,0,-96.4708,32.06839
20100128,1,-97.00220001,28.85030001
20100129,0,-95.12399,29.74697
20100130,1,-85.741131,41.844019
20100131,1,-96.74132,35.93019
20100132,1,-97.10413,35.55441
20100133,1,-102.63968,31.98743
20100134,0,-94.83511,32.48191
20100135,1,-90.4019001,30.0124001
20100136,0,-90.768367,30.124278
20100137,0,-81.95333,33.59667
20100138,0,-94.593917,45.672992
20100139,1,-119.703991,35.467203
20100140,1,-90.24833,44.67167
20100142,1,-88.065491,39.506925
20100143,0,-84.113285,40.706418
20100144,0,-94.84362,31.65608
20100145,0,-96.75007,35.94595
20100146,1,-111.82493,40.76505
20100147,0,-104.783855,41.123379
20100148,0,-94.40322,30.94037
20100149,0,-97.29544,28.279502
20100150,1,-93.20991,30.25989
20100151,1,-89.437681,28.711239
20100152,0,-90.085713,38.828047
20100153,0,-87.236533,39.68524
20100154,0,-74.219176,40.591463
20100155,0,-100.82947,32.53275
20100156,1,-93.76306,47.32444
20100157,1,-88.340732,40.647936
20100158,1,-95.93719,41.31827
20100159,0,-98.41963,37.84074
20100160,0,-96.55946,36.00943
20100161,0,-94.86801,32.47831
20100162,0,-96.75729,36.01526
20100163,1,-82.53516,33.53866
20100165,1,-95.09823,29.62478
20100166,0,-97.694305,43.965346
20100167,0,-95.119722,29.630833
20100168,0,-77.44581,38.09072
20100169,0,-97.60874,35.23317
20100170,1,-97.75519,36.77451
20100171,0,-94.404044,30.145766
20100172,0,-94.97393,30.45372
20100173,0,-97.10423,35.55435
20100174,0,-94.500617,32.28594
20100175,0,-96.47081,32.06839
20100176,0,-95.058734,29.630232
20100177,1,-90.75851,30.78251
20100178,0,-121.246797,38.780525
20100179,1,-96.65431,40.36468
20100180,1,-90.07892,38.82204
20100181,1,-84.97251,42.24329
20100182,0,-108.474178,45.792899
20100183,1,-97.18992,34.82512
20100184,0,-94.57539,47.372103
20100185,1,-94.63389,47.38361
20100186,0,-97.90877,37.8875
20100187,0,-83.4878,41.6234
20100188,1,-96.47081,32.06839
20100189,0,-104.70138,38.66916
20100190,0,-101.65116,48.96572
20100191,0,-102.29321,32.11581
20100192,0,-98.63633,32.49783
20100193,0,-75.42217,39.8188
20100194,0,-95.203333,29.726944
20100195,1,-95.05733,29.66904
20100196,0,-102.0054,32.00836
20100197,0,-97.98185,34.43528
20100198,0,-95.47697,31.58929
20100199,1,-73.94435,40.73625
20100200,0,-97.3371,42.63521
20100201,1,-87.49049,41.577697
20100202,0,-95.180385,29.718312
20100203,1,-103.57639,32.46539
20100204,0,-96.00824525,35.97916323
20100205,0,-101.32146,37.08414
20100206,0,-92.37944,37.91083
20100207,1,-94.897099,29.847028
20100208,0,-94.9057,29.84671
20100209,0,-106.246861,42.855444
20100210,1,-94.922859,29.825329
20100211,1,-95.02365,29.73525
20100212,0,-97.831946,36.810495
20100213,1,-91.560667,30.496161
20100214,0,-95.213783,29.54619
20100215,1,-92.068889,28.617778
20100216,0,-94.0572917,29.97496932
20100217,0,-97.80143,38.37239
20100218,0,-97.83197,38.3693
20100219,0,-105.44129948,46.71782754
20100220,1,-74.3515,42.46833
20100221,1,-88.076523,41.655265
20100222,1,-91.00488,42.02244
20100223,0,-84.10547,42.56794
20100224,1,-95.18092,29.816369
20100225,0,-99.81866,32.71141
20100226,0,-96.915,37.80556
20100227,0,-87.86195,39.38235
20100228,1,-94.020288,29.920836
20100229,0,-98.9129,32.7478
20100230,0,-93.76306,47.32444
20100231,0,-99.42139,38.81386
20100232,0,-94.4001,30.1479
20100233,1,-92.7465,30.0795
20100234,0,-98.31356,38.34519
20100235,0,-94.06028,29.98219
20100236,0,-94.06028,29.98219
20100237,0,-94.868,32.47831
20100238,0,-92.254,30.11356
20100239,0,-82.5101,42.9015
20100240,1,-102.44337,33.41305
20100241,1,-74.738542,40.091758
20100242,0,-102.440189,31.434268
20100243,0,-96.748707,35.946697
20100244,0,-87.8884,42.9289
20100245,0,-97.47736,34.94418
20100246,1,-96.36906,33.54657
20100247,1,-103.17361,31.06576
20100248,0,-95.3198,28.9351
20100249,0,-94.056,29.975
20100250,0,-88.877277,37.644112
20100251,0,-94.01201,29.90801
20100252,1,-98.1,32.6075
20100253,0,-86.3342,39.8106
20100255,0,-94.3805,30.08533
20100256,0,-90.16677,30.54741
20100257,0,-89.52266,31.63251
20100258,1,-118.180656,33.811699
20100259,0,-149.8164,67.7987
20100260,0,-92.0612,46.6893
20100261,0,-95.1201,29.4305
20100262,1,-97.32797,28.05529
20100263,0,-90.85108,30.02609
20100264,0,-98.43935,33.91269
20100265,0,-97.01768,37.04441
20100266,0,-95.62383,30.43779
20100267,0,-100.7953,37.4175
20100268,0,-117.763553,34.058206
20100269,0,-118.163396,33.863186
20100270,0,-95.1642,29.4745
20100271,1,-94.90781,29.85635
20100272,0,-95.68005,29.1452
20100273,0,-97.51083,34.37306
20100274,0,-118.2347,33.7963
20100275,0,-92.61944,33.25417
20100276,0,-94.97929,29.85836
20100277,1,-94.057133,30.0113
20100278,0,-97.86774,33.31354
20100279,0,-97.49972,34.24278
20100280,0,-97.49972,34.24278
20100281,0,-87.82972,41.7678
20100282,0,-94.6759,31.1591
20100283,0,-98.496906,33.936233
20100284,0,-96.98528,29.19462
20100285,0,-97.84852,36.41936
20100287,1,-93.55077,30.06066
20100288,1,-97.88435,37.89533
20100289,0,-87.65444,32.97722
20100290,1,-93.35844,44.77328
20100291,1,-99.217775,37.742029
20100292,1,-98.06593,35.203837
20100293,0,-92.93861,46.93944
20100294,1,-95.5842,30.5572
20100295,0,-102.37033,31.427166
20100296,0,-82.48781,34.55261
20100297,0,-74.25333,40.57083
20100298,0,-90.084617,38.848525
20100299,1,-95.1332,42.5325
20100300,0,-102.959437,32.775943
20100301,0,-74.21709,40.58925
20100302,0,-102.448,33.407
20100303,0,-96.029061,36.1326083
20100304,0,-99.320819,37.414383
20100305,0,-102.4564661,31.8768505
20100306,0,-94.89759,29.84931
20100307,0,-83.25139,43.26707
20100308,1,-109.437,46.2199
20100309,0,-119.378251,35.119174
20100310,0,-100.01332,33.38649
20100311,1,-96.35925,33.45494
20100312,0,-92.13573,41.60865
20100313,0,-92.00372,41.51718
20100314,0,-119.742552,35.383359
20100315,1,-89.75185,38.94905
20100316,1,-94.76787,30.81167
20100317,1,-111.827358,40.766643
20110002,0,-77.03778,39.36139
20110003,0,-94.6025,39.13805
20110004,0,-74.23725,40.61145
20110005,0,-97.66619,38.34136
20110007,0,-96.879506,46.877218
20110008,1,-94.73,43.72835
20110009,1,-94.00565624,29.90087416
20110010,1,-90.589072,38.501817
20110011,0,-83.163,42.1514
20110012,1,-95.90781,36.93117
20110013,0,-93.93892,40.5566
20110014,1,-88.04958,41.63156
20110015,0,-81.87765,34.92544
20110016,0,-97.59588,40.55081
20110017,1,-102.0054,32.00836
20110018,0,-74.219917,40.606837
20110019,0,-94.939333,29.349
20110020,0,-95.156254,29.76713
20110021,1,-92.9503,30.4342
20110022,0,-94.052778,30.016667
20110023,0,-97.873056,33.573889
20110024,1,-97.819444,38.38166
20110025,1,-118.163889,33.863333
20110026,1,-95.10635,29.72034
20110027,1,-93.6389,43.05284
20110028,0,-77.42333,37.51111
20110029,0,-95.179264,29.717169
20110030,1,-88.0536,41.6136
20110031,1,-88.345016,41.410931
20110032,0,-104.91426,43.42656
20110033,0,-100.9402,35.4855
20110034,0,-75.20028,39.81694
20110035,0,-97.9228261,27.5529182
20110036,0,-95.1201,29.4305
20110037,0,-74.25333,40.57083
20110038,1,-148.6203,70.25666
20110039,0,-74.25835,40.60545
20110040,0,-90.85025,35.96788
20110041,0,-77.03778,39.36139
20110042,0,-99.89379,36.20138
20110043,0,-93.33639,30.16954
20110044,1,-98.097395,35.534236
20110045,1,-97.44047,34.76231
20110046,0,-87.88425,41.55455
20110047,1,-103.30167,35.85326
20110048,0,-96.44923,35.56572
20110049,0,-102.8589,32.4813
20110050,1,-89.3561,29.3753
20110051,1,-97.83324,27.68402
20110053,0,-74.210174,40.59348
20110054,0,-74.216209,40.59441
20110055,0,-90.3954,31.55556
20110056,1,-100.646116,30.2298122
20110057,1,-94.89837,29.85325
20110058,1,-87.4744,41.6424
20110059,1,-97.759315,36.892543
20110060,0,-110.3453,41.7731
20110061,1,-99.564306,39.191028
20110062,0,-94.3214,39.60887
20110063,0,-96.74833,35.9375
20110064,1,-88.87876,37.64416
20110065,0,-95.410833,29.885833
20110066,0,-93.30194,44.26055
20110067,0,-100.7953,37.4175
20110068,0,-100.842157,32.532127
20110069,1,-91.05339,32.87476
20110070,1,-90.8521,30.0016
20110071,0,-95.1201,29.4305
20110072,0,-95.121835,29.43573
20110073,0,-74.25384,40.52243
20110074,1,-75.3586,39.896
20110075,0,-86.0209,41.6671
20110076,1,-94.90535,29.84904
20110077,0,-97.55678,34.36098
20110078,1,-95.121835,29.43573
20110079,0,-94.6751,31.1611
20110080,1,-75.262507,39.897834
20110081,1,-96.7514,35.9303
20110082,1,-94.905557,29.848528
20110083,1,-118.25413,33.80933
20110084,0,-94.8388,32.483
20110085,1,-94.8693,32.5409
20110086,1,-97.10367,34.37332
20110087,0,-111.28258,47.55403
20110088,0,-95.15111,43.29194
20110089,0,-94.916009,29.854148
20110090,0,-96.44974,35.56033
20110092,0,-101.257672,48.24063
20110093,0,-100.83604,32.53048
20110094,1,-102.90678,32.75732
20110095,0,-104.13833,47.92555
20110096,0,-88.2085,30.7932
20110097,0,-104.81305,39.75888
20110098,0,-75.175452,39.822925
20110099,1,-74.209062,40.606466
20110101,0,-87.8361,41.7643
20110102,0,-90.16677,30.54741
20110103,0,-95.012183,29.7675
20110104,0,-96.27164,38.36098
20110105,1,-94.95689,29.4009
20110106,1,-94.07171,29.98722
20110107,0,-98.2215,33.97
20110108,0,-108.47889,45.79417
20110109,0,-94.093194,29.9115
20110110,1,-108.498916,44.815639
20110111,0,-78.23911,37.66168
20110112,1,-74.209978,40.593267
20110113,1,-96.74872,35.94595
20110114,0,-97.747128,36.221931
20110115,0,-83.123064,42.278472
20110116,1,-93.985233,30.3892333
20110117,0,-85.5012,38.1337
20110118,1,-72.90925,41.307
20110119,0,-80.93179,35.2858
20110120,1,-80.4181,40.62252
20110121,1,-92.709983,30.354517
20110122,0,-88.3192648,40.5161701
20110123,0,-89.079739,38.792059
20110124,0,-97.594715,40.550972
20110125,0,-96.75655,35.95885
20110126,1,-114.948008,42.73839
20110127,0,-97.572805,28.00917
20110128,0,-77.03759,39.36101
20110129,1,-96.0534,39.86822
20110130,1,-92.05972,46.68889
20110131,0,-102.19101,31.13244
20110132,0,-102.026175,32.017047
20110133,0,-96.3957,31.7765
20110134,0,-118.22177,33.78114
20110135,0,-104.14246,31.49797
20110136,0,-97.52251,46.41379
20110137,0,-85.50785,40.78155
20110138,1,-88.0121,44.5311
20110139,0,-97.49642,36.38298
20110140,1,-84.242059,42.514136
20110141,1,-88.124155,41.639016
20110142,0,-94.8804,32.34464
20110143,0,-95.191378,28.560826
20110144,1,-97.35301,39.080486
20110145,0,-97.428013,38.939028
20110146,0,-121.631436,39.193056
20110147,0,-96.37387,28.480925
20110148,0,-98.57896,38.09973
20110149,0,-93.35268,30.32637
20110150,0,-97.1422,28.3445
20110153,1,-97.40789,38.04121
20110154,0,-107.14709,42.5783333
20110155,1,-110.410612,41.184974
20110156,0,-97.95336,33.86329
20110157,0,-95.44006,31.50653
20110159,0,-91.57018,41.68148
20110160,0,-118.2036,33.5124
20110163,0,-118.0842,33.5352
20110165,1,-95.89245,37.027049
20110171,1,-97.9057,45.95307
20110172,1,-84.1146149,40.706216
20110176,1,-84.223042,39.482631
20110178,1,-82.49131,42.88895
20110180,1,-83.73375,41.04755
20110181,0,-97.0539,37.3612
20110182,0,-102.95071,32.77698
20110183,0,-89.17831,42.26259
20110185,0,-96.86533,32.06456
20110187,1,-102.95923,32.77597
20110188,0,-118.12135,33.4614
20110189,1,-97.360576,27.959521
20110191,1,-96.44739,35.22377
20110192,0,-74.25384,40.52243
20110196,0,-90.4901,41.684292
20110197,0,-96.17223,42.07471
20110201,0,-83.164865,42.272024
20110206,1,-96.748064,35.93964
20110208,1,-95.135,39.71864
20110209,0,-97.85245,38.08131
20110210,1,-97.847271,33.307077
20110212,0,-84.780139,34.751139
20110216,0,-89.10231,32.02879
20110217,1,-96.06167,30.77929
20110218,0,-96.804483,29.4388
20110219,1,-87.7665,41.4145
20110220,1,-90.998,27.943
20110223,0,-118.2347,33.7966
20110225,0,-97.53915,34.16078
20110230,0,-95.203333,29.726944
20110234,1,-118.0064056,33.6938
20110236,1,-95.260549,43.286542
20110237,0,-90.523835,29.781516
20110238,0,-78.4385,40.4101
20110241,0,-102.005505,32.004805
20110242,1,-84.12206,40.70825
20110243,1,-102.950783,32.777568
20110244,0,-93.464003,30.452391
20110245,0,-100.8309,32.5327
20110246,1,-96.52176,34.27734
20110247,0,-96.759374,35.953482
20110248,0,-118.12035,33.4604
20110249,0,-74.21207,40.59213
20110250,1,-103.1334,31.79133
20110251,1,-95.91459,40.74573
20110253,1,-96.914558,30.042343
20110255,0,-98.496967,33.936514
20110257,0,-98.462467,44.37956
20110258,0,-93.1679,32.9491
20110259,1,-94.02683,30.87167
20110262,1,-108.75724,45.655486
20110266,1,-95.701173,32.540604
20110268,0,-89.384553,29.238862
20110270,0,-95.1278,29.7182
20110272,1,-95.00712,38.28588
20110274,0,-96.75655,35.95885
20110275,0,-98.38255,35.87218
20110276,0,-97.70893,35.6376
20110279,0,-94.271735,29.878953
20110283,0,-95.121835,29.43573
20110286,0,-94.64583,30.11472
20110289,1,-98.39635,31.7767
20110292,0,-96.043891,42.053138
20110293,1,-96.302081,33.179721
20110295,1,-97.76397,27.72222
20110296,0,-96.74874,35.94607
20110298,0,-94.6751,31.1611
20110299,0,-97.747511,36.029589
20110300,1,-96.90093,37.78947
20110302,0,-84.69089,39.03543
20110303,1,-82.32001,27.97348
20110304,1,-102.1906,31.13193
20110305,0,-120.45062247,34.83433167
20110309,0,-97.40839,27.91036
20110310,0,-117.9154528,33.91765556
20110312,0,-97.95564,33.86357
20110314,0,-91.1703,30.5471
20110315,1,-95.61166,37.05253
20110317,1,-89.10162,32.02821
20110319,1,-118.252704,33.846624
20110321,0,-119.160719,35.296047
20110322,0,-97.595518,40.550801
20110323,1,-98.27639,33.83799
20110324,1,-118.29701,33.81583
20110325,0,-120.943522,39.120239
20110328,0,-88.12713,41.27461
20110329,1,-88.027889,41.645101
20110330,0,-97.51306,36.33746
20110331,1,-98.27806,33.83299
20110332,0,-98.58173,38.0934
20110333,0,-96.793611,28.804167
20110334,0,-96.793611,28.804167
20110335,1,-96.23684,42.00461
20110337,0,-94.561023,29.206868
20110339,0,-92.05972,46.68889
20110341,1,-89.34578,39.61412
20110344,0,-84.1265,40.6945
20110347,0,-91.411283,40.596305
20110349,0,-95.374444,29.887222
20110351,0,-88.319562,40.111093
20110352,0,-101.359211,35.684911
20110353,1,-121.558461,37.944408
20110355,1,-100.39243,36.9006
20110356,0,-93.52571,41.55804
20110358,1,-95.403144,29.084431
20110359,0,-118.99174,35.43959
20110361,0,-96.4719,32.06704
20110362,0,-94.9633,32.1147
20110363,1,-121.672381,37.795178
20110365,0,-95.61183,37.0525
20110366,0,-96.79188,43.54571
20110368,0,-74.219078,40.590422
20110369,0,-102.026495,32.01798
20110370,1,-88.77223,29.26536
20110371,1,-102.548583,32.303575
20110372,1,-95.1737,29.72703
20110374,1,-96.435533,30.034033
20110375,0,-98.856419,38.1019
20110376,0,-98.206945,37.355914
20110377,0,-74.215472,40.590142
20110378,0,-90.25945,29.70989
20110379,0,-98.74844135,33.4166975
20110380,1,-101.305851,32.251168
20110381,1,-93.986341,29.878864
20110382,0,-97.83095,38.38052
20110383,1,-95.121835,29.43573
20110384,1,-98.262922,34.133131
20110385,0,-97.479365,39.363277
20110386,1,-101.7825,31.362222
20110387,0,-122.55443,48.81835
20110388,1,-108.163483,43.860695
20110389,0,-96.75406,35.93198
20110390,1,-76.527127,42.957763
20110391,1,-76.665351,42.959503
20110392,0,-118.205749,33.756403
20110393,1,-101.752889,48.325724
20110394,1,-94.08086,32.55991
20110395,0,-106.210326,31.820486
20110396,0,-101.2876,36.8053
20110397,1,-92.05972,46.68889
20110398,0,-106.902904,44.665449
20110399,0,-96.726088,43.475465
20110401,1,-75.419055,39.862222
20110403,0,-87.8886,41.5569
20110404,1,-96.984823,29.193445
20110405,0,-96.02014,36.13715
20110406,0,-94.39892,30.14105
20110407,0,-93.95744,29.86809
20110408,1,-89.08396,38.78564
20110409,0,-118.31848,33.84735
20110410,1,-97.4636,35.7042
20110411,0,-82.48781,34.55261
20110412,1,-95.32997,38.98759
20110413,0,-96.759486,35.952194
20110414,0,-96.0317,36.13158
20110415,0,-97.1581,34.63366
20110416,0,-87.89138,41.93805
20110417,0,-94.8351,32.4819
20110418,0,-97.19946,31.12252
20110419,1,-87.45333,41.5078
20110420,0,-87.89138,41.93805
20110421,1,-102.617793,31.960602
20110422,0,-97.334269,33.970039
20110423,0,-84.40389,33.45542
20110424,0,-93.938061,29.970953
20110425,0,-94.935654,29.345464
20110426,0,-119.6575,35.3275
20110427,0,-97.953363,33.86345
20110428,0,-101.51128,35.02529
20110429,0,-101.40486,32.26812
20110431,0,-86.1359,39.9923
20110432,0,-96.71889,35.96143
20110433,1,-102.56548,31.89631
20110434,0,-74.22071,40.591656
20110435,1,-94.936904,29.34578
20110436,1,-121.948261,37.963297
20110437,0,-93.290375,30.239269
20110438,1,-89.7349367,41.60720541
20110439,1,-100.76886,32.599125
20110440,0,-95.41222,47.68889
20110441,1,-92.708299,30.355333
20110442,1,-99.193611,36.413056
20110443,1,-96.7502,35.94085
20110444,0,-74.222514,40.588225
20110445,1,-97.381096,25.964238
20110446,0,-97.075241,33.68092
20110447,1,-88.85166,39.711344
20110448,1,-102.777616,46.861678
20110449,1,-105.538019,44.021949
20110450,0,-99.87124,33.22053
20110451,1,-95.884289,29.724843
20110452,1,-87.569198,41.659288
20110453,0,-95.41222,47.68889
20110454,1,-93.35127,30.16485
20110455,0,-102.67191,31.85557
20110456,0,-93.526862,41.565497
20110457,1,-120.35680577,36.18992091
20110458,0,-95.121835,29.43573
20110459,0,-95.121835,29.43573
20110460,1,-95.28162,29.79428
20110461,1,-91.062652,30.055571
20120001,1,-85.82542,33.59872
20120002,0,-78.06611,36.06889
20120004,1,-91.919893,30.796962
20120005,0,-93.9853,29.9948
20120006,1,-103.650532,47.907607
20120007,1,-103.65985,47.673856
20120008,1,-95.72125,40.31277
20120009,1,-95.72125,40.31277
20120010,1,-96.137915,41.86305
20120011,1,-103.176847,32.080874
20120012,0,-96.4719,32.06704
20120013,0,-97.13418,32.29488
20120014,1,-97.757636,36.773902
20120015,0,-95.320507,28.93564
20120016,1,-81.8849,33.6809
20120018,1,-97.125787,36.632156
20120019,0,-92.08238,39.45627
20120020,0,-94.5058,30.2867
20120021,0,-96.873398,37.803255
20120022,0,-95.209372,29.750786
20120023,1,-103.46442,31.78341
20120024,1,-99.17953,39.10878
20120025,0,-99.80477,32.63239
20120026,0,-93.9928,29.893363
20120027,0,-98.837622,38.866606
20120028,0,-108.501412,44.817233
20120029,0,-90.838889,30.011111
20120030,0,-94.60418,39.12851
20120031,0,-104.38975,32.84745
20120032,0,-93.339919,30.158686
20120033,1,-100.54374,31.9587
20120034,1,-93.526816,41.56563
20120035,0,-96.623514,34.521102
20120036,0,-119.562467,35.2256
20120037,0,-94.6507,30.0889
20120038,0,-148.279,65.31111
20120039,0,-84.629335,33.857292
20120040,1,-82.48791,34.553462
20120041,1,-82.21559,41.17974
20120042,1,-74.22233,40.58888
20120043,1,-118.249779,33.802717
20120044,0,-89.08389,38.78778
20120045,0,-74.25384,40.52243
20120046,0,-118.2436849,34.0522342
20120047,0,-89.10231,32.02879
20120048,0,-108.75964879,45.65804642
20120049,1,-92.65195,33.20242
20120050,0,-79.5866,40.29213
20120051,1,-90.957761,44.642128
20120052,1,-94.601051,39.136219
20120053,1,-106.41171,42.854803
20120054,1,-87.8962,42.9517
20120055,1,-97.37467,31.15279
20120056,0,-94.90222,29.84722
20120057,0,-94.902222,29.847222
20120058,0,-102.89311,31.47285
20120060,0,-74.25051,40.57729
20120061,0,-96.75914,35.951559
20120062,0,-87.4667,41.6076
20120063,1,-84.126666,40.696043
20120064,0,-118.228,33.764
20120065,0,-94.84417,32.51846
20120066,1,-98.16142,34.94212
20120067,0,-94.05586,29.97501
20120068,0,-97.307172,37.761233
20120069,0,-90.865628,30.01612
20120070,1,-103.46442,31.78341
20120071,1,-93.19663,44.73486
20120072,1,-102.8112,32.3288
20120073,0,-88.63417,42.53889
20120074,0,-97.3751,32.1532
20120075,0,-95.99397,36.12128
20120076,0,-93.035311,44.759651
20120077,0,-92.99642,44.87601
20120078,0,-97.51851,27.83146
20120079,1,-84.108636,44.05727
20120080,1,-87.45333,41.50667
20120081,0,-87.51722,41.49806
20120082,1,-95.35229159,30.26630836
20120083,1,-93.268658,30.239319
20120084,0,-76.56328,39.27126
20120085,1,-98.515008,45.526048
20120086,0,-74.25384,40.52243
20120087,1,-106.81986,46.24913
20120088,1,-74.256013,40.523327
20120089,0,-74.219353,40.590763
20120090,0,-96.05833,41.36417
20120091,0,-94.007095,29.911676
20120092,0,-97.954067,33.864289
20120093,0,-97.4453,34.89185
20120094,0,-93.5722,29.95115
20120095,0,-100.82925,32.53242
20120096,0,-94.6502,30.0889
20120097,0,-96.147803,29.759006
20120098,1,-87.91791,41.49188
20120099,1,-89.5514,29.3736
20120100,0,-94.4015,29.787
20120101,0,-102.01776,32.01435
20120102,0,-85.440504,40.894805
20120103,0,-108.913889,45.010556
20120104,0,-95.22026,29.72941
20120105,0,-102.97538,33.007092
20120106,0,-91.4012,30.5187
20120107,0,-95.389444,45.894167
20120108,1,-88.27772,41.95138
20120109,0,-74.25384,40.52243
20120111,1,-89.952333,29.274667
20120112,1,-96.88095,37.800717
20120113,0,-96.3958,31.77654
20120114,1,-89.08415,38.79106
20120115,0,-104.759167,47.098889
20120116,0,-94.666629,47.378551
20120117,1,-95.4097,47.6895
20120118,1,-90.07891101,38.82204498
20120119,0,-90.08931,38.82855
20120120,1,-98.651289,33.795549
20120121,0,-94.05586,29.974993
20120122,0,-89.10162,32.02821
20120123,1,-94.469056,31.821442
20120124,1,-103.682297,41.148878
20120125,1,-97.395,27.8215
20120126,0,-122.390712,48.455641
20120127,0,-122.390712,48.455641
