report_number,significant,location_latitude,location_longitude
20120160,false,34.244372,-97.948581
20120161,false,40.608511,-74.239999
20120162,true,34.972892,-120.444417
20120163,false,29.419652,-95.308771
20120164,false,39.03543,-84.69089
20120165,true,32.40169,-97.593745
20120166,true,30.554483,-91.457458
20120167,false,35.7688889,-97.6930556
20120168,false,30.793919,-88.204914
20120169,false,30.0064,-90.4013
20120170,false,38.35257318,-91.32391233
20120171,false,37.579665,-97.085468
20120172,true,34.32044,-100.24465
20120173,false,29.71871,-95.17964
20120174,false,44.81602,-108.49913
20120175,true,39.5894,-92.38284
20120176,true,40.711686,-84.132645
20120177,false,40.588225,-74.222514
20120178,false,37.8048,-96.91755
20120179,false,31.790487,-103.132559
20120180,false,32.26812,-101.40486
20120181,true,35.92536,-96.74162
20120183,false,40.40966,-91.83585
20120184,false,32.0729,-96.4767
20120185,true,46.902916,-103.295787
20120186,false,35.4672,-119.704
20120187,false,35.97916323,-96.00824525
20120188,true,41.395652,-87.97975
20120189,false,43.93146,-94.11098
20120190,true,40.352903,-74.125619
20120191,false,33.99271,-83.41999
20120192,false,31.43275,-102.438656
20120193,false,35.737564,-97.379338
20120194,false,35.943731,-96.754603
20120195,false,46.68889,-92.05972
20120196,true,31.68154,-102.07528
20120197,false,30.008992,-90.854975
20120198,true,29.747769,-95.129993
20120199,true,33.795549,-98.651289
20120200,true,37.93455,-95.243912
20120201,true,41.286642,-81.211906
20120202,true,37.7958,-96.72309
20120203,false,35.276957,-116.021774
20120204,false,31.7918,-103.13161
20120205,false,28.949672,-95.431631
20120206,false,28.950953,-95.432542
20120207,false,34.00551,-118.14477
20120208,false,29.952222,-96.861139
20120209,false,29.145494,-95.674314
20120210,true,37.721901,-97.147138
20120211,false,32.87718,-91.05218
20120212,false,33.17535,-102.23929
20120213,false,39.08605,-102.46611
20120214,false,34.1897222,-97.3761111
20120215,true,40.514382,-75.532567
20120216,false,32.4813,-94.8373
20120217,true,34.84251,-99.13711
20120218,true,37.80389,-96.51428
20120219,false,41.435852,-81.668922
20120220,true,33.247889,-98.792389
20120221,false,37.75877757,-92.67267003
20120222,true,29.997663,-94.076706
20120223,false,28.809202,-96.978674
20120224,true,38.025394,-122.129423
20120225,false,32.0729,-96.4767
20120226,false,30.79796,-96.27369
20120227,false,29.81987246,-95.15331796
20120228,false,30.80147,-96.28436
20120229,false,33.05365,-103.59627
20120230,false,35.95885,-96.75655
20120231,true,32.779328,-102.950633
20120232,true,40.513554,-75.53238
20120233,true,38.09496,-98.58163
20120234,true,30.1571,-93.0463
20120235,false,30.90944,-90.87166
20120236,false,40.6246,-74.19254
20120237,true,30.15683,-90.853719
20120238,true,43.297089,-88.130513
20120239,false,41.6872222,-107.9802778
20120240,true,29.8964,-94.0054
20120241,false,37.81841,-97.37093
20120242,true,40.52243,-74.25384
20120243,false,29.51419,-93.5739
20120244,false,46.81973992,-95.14887905
20120245,true,28.9598,-95.31151
20120246,false,29.97504,-94.05633
20120247,false,38.834923,-77.399801
20120248,true,43.895611,-89.638236
20120249,true,31.19309,-102.98994
20120250,false,30.1457,-94.4076
20120251,false,46.41428,-92.03609
20120252,false,35.9361111,-96.7380556
20120253,false,32.78111,-88.04631
20120254,false,37.070361,-89.63841
20120255,false,39.12889,-94.60709
20120256,false,33.85596,-84.62949
20120257,false,29.3786,-95.1101
20120258,false,29.1049,-90.1919
20120259,false,27.826919,-97.198572
20120260,true,39.060075,-88.495556
20120261,false,36.17115,-97.432256
20120262,false,30.16414,-94.43055
20120263,true,29.911491,-94.008985
20120264,false,32.655,-103.1375
20120265,true,29.955034,-94.24222
20120266,false,44.069,-116.98
20120267,false,32.28877,-94.50289
20120268,false,39.8955,-75.25948
20120269,false,37.495186,-96.813234
20120270,true,29.764311,-94.982056
20120271,false,43.8516667,-106.4083333
20120272,true,27.8608333,-82.1983333
20120273,true,38.851604,-90.087322
20120274,false,43.8516667,-106.4083333
20120275,true,41.68140797,-87.82598113
20120276,false,29.97583,-94.05681
20120277,false,35.059321,-119.064098
20120278,true,42.94222,-93.90276
20120279,true,42.72143,-94.60402
20120280,false,40.57704,-74.2498
20120281,true,29.485,-89.4441666
20120282,false,42.282925,-83.141045
20120283,false,46.49535,-110.061642
20120284,true,32.1057904,-101.2216288
20120285,false,37.6159,-99.1263
20120286,true,32.01493,-102.02951
20120287,false,35.1544444,-119.3388889
20120288,false,30.1150416,-90.9009944
20120289,false,40.608277,-74.221761
20120290,true,28.949889,-95.432381
20120291,false,30.056,-91.1357
20120292,false,40.52243,-74.25384
20120293,true,40.52243,-74.25384
20120294,true,29.34525,-94.935183
20120295,true,30.145154,-94.405099
20120296,false,29.79449,-95.28034
20120297,false,33.33278,-98.72257
20120298,false,32.5327,-100.8309
20120299,false,35.3599366,-119.6614872
20120300,false,31.13575,-102.18757
20120301,false,33.90593,-118.42132
20120302,false,32.532,-100.83054
20120303,false,33.8000022,-118.233913
20120304,false,31.77393,-96.40047
20120305,false,31.76885,-103.17565
20120306,false,41.609953,-87.466475
20120307,false,32.089083,-102.138981
20120308,false,30.6688,-94.527
20120309,false,29.348547,-94.939136
20120310,true,33.86206,-118.22369
20120311,true,35.05097,-85.33488
20120312,false,39.323679,-87.900338
20120313,false,35.94109,-96.74697
20120315,false,38.835046,-77.400392
20120316,false,40.136819,-104.509592
20120317,true,29.726669,-90.592643
20120318,false,29.96887,-89.25292
20120319,true,35.939625,-96.747821
20120320,false,33.84494,-118.232432
20120321,false,40.51608,-88.31929
20120322,false,40.401,-110.759
20120323,false,30.006667,-90.856111
20120324,true,29.422222,-89.99
20120325,true,30.145154,-94.405099
20120326,false,37.817,-121.587
20120327,false,33.841119,-118.246558
20120328,true,42.222753,-104.694064
20120329,true,33.138683,-98.122177
20120330,false,35.944728,-96.764824
20120331,false,33.956,-117.884167
20120332,false,45.89504,-95.39047
20120333,false,38.12745,-96.191081
20120334,false,47.634874,-117.669642
20120335,false,40.52243,-74.25384
20120336,false,32.23587,-91.62582
20120337,false,41.644119,-87.892427
20120338,false,32.08014,-103.17604
20120339,true,28.60758,-97.81663
20120340,true,28.618056,-92.069167
20120341,false,35.94805,-96.74979
20120342,false,35.276957,-116.021774
20120343,true,42.11445,-104.564875
20120344,false,40.608272,-74.208518
20120345,true,29.951987,-93.887925
20120346,false,47.0988,-104.759017
20120347,false,41.684108,-91.570103
20120348,true,41.73889472,-90.81978672
20120349,true,36.64234919,-94.9731575
20120350,false,30.28649,-94.50634
20120351,false,42.225925,-104.686441
20120352,false,29.11242,-98.11987
20120353,true,32.06432,-96.86338
20120354,true,33.902032,-118.313486
20120355,false,30.160197,-93.030086
20120356,false,30.909265,-90.871663
20120357,false,33.767016,-96.89285
20120358,true,48.24275,-101.25444
20120359,true,30.15735228,-93.04560277
20120360,true,29.71816,-95.17971
20120361,false,29.9771376,-94.0563685
20120362,false,36.0191,-96.7569
20120363,false,43.2930556,-107.625
20120364,true,41.68411,-91.5701
20120365,false,31.01183,-102.01582
20120366,false,39.15386,-94.62234
20120367,false,34.20969,-97.54401
20120368,false,40.6084,-74.2222
20120369,true,41.55556,-87.88528
20120370,true,29.87283,-93.95767
20120371,false,38.585632,-90.178975
20120372,true,35.019374,-119.063134
20120373,true,30.84377614,-95.49514204
20120374,true,40.621988,-97.549726
20120375,true,32.113857,-101.255144
20130001,true,28.894955,-97.759029
20130002,false,29.718947,-95.059155
20130003,false,29.712258,-95.880858
20130004,true,40.505602,-74.642893
20130005,false,38.338614,-97.676694
20130006,false,39.8458,-75.4222
20130007,true,35.59243,-96.30796
20130008,false,37.66279,-78.2375
20130009,false,33.86379,-97.95413
20130010,false,37.44967,-77.63277
20130011,true,40.97604,-96.4566
20130012,false,32.87476,-91.05339
20130013,false,30.479042,-91.202633
20130014,true,42.2748,-83.4048
20130015,true,37.05446,-96.18822
20130016,false,40.3375,-89.82917
20130017,false,48.284494,-102.926272
20130018,true,33.59202,-96.38146
20130019,false,38.377992,-82.605496
20130020,false,44.815919,-108.4989
20130021,true,32.833,-90.845
20130022,true,32.874247,-103.300039
20130023,false,30.066112,-93.820278
20130024,false,33.87367,-100.08678
20130025,false,35.097214,-119.3917
20130026,false,38.569474,-121.522658
20130027,true,42.131311,-83.22664
20130028,false,30.54741,-90.16677
20130029,true,37.045196,-101.854915
20130030,true,40.3196,-76.0431
20130031,false,32.70298,-92.54888
20130032,false,30.94062,-94.40307
20130033,true,36.07076,-79.93915
20130034,false,33.698451,-85.13932
20130035,false,33.42163,-86.28629
20130036,false,45.143056,-92.999245
20130037,false,31.41808,-87.40189
20130038,false,30.066112,-93.820278
20130039,true,37.061114,-95.576738
20130040,true,41.41355,-93.62581
20130041,false,31.531786,-96.185508
20130042,true,35.94607,-96.74874
20130043,false,40.513477,-84.953281
20130044,false,32.87476,-91.05339
20130045,false,38.73302,-77.19229
20130046,true,35.726944,-101.354167
20130047,false,35.940158,-96.747808
20130048,false,38.91689,-95.68922
20130049,true,38.7919,-99.6332
20130050,false,45.479889,-108.852723
20130051,false,33.24455,-102.26934
20130052,false,32.813,-104.061182
20130053,false,29.792012,-95.282365
20130054,false,45.89341,-95.3928
20130055,false,38.205021,-85.84991
20130056,false,32.48128,-94.83778
20130057,false,34.245072,-97.947953
20130058,false,36.03403,-87.94348
20130059,true,32.54948,-98.71181
20130060,false,42.87907,-94.08965
20130061,false,38.09347,-98.58167
20130062,false,34.07083,-97.944108
20130063,true,48.27904,-99.30399
20130064,true,40.52243,-74.25384
20130065,true,30.03188,-94.06856
20130066,false,40.585479,-74.213579
20130067,false,37.6159,-99.1262
20130068,true,43.6067,-116.249
20130069,false,42.06139,-83.83167
20130070,false,35.95885,-96.75655
20130071,true,38.923554,-88.385636
20130072,false,32.86057,-100.93178
20130073,true,32.70141,-98.84219
20130074,false,29.708617,-95.1625
20130075,false,31.931914,-102.580805
20130076,true,29.8279,-94.9438
20130077,false,33.83017,-96.445621
20130078,false,29.9807,-94.06
20130079,false,40.002304,-97.632707
20130080,false,45.722409,-94.973972
20130081,false,29.9121,-94.0067
20130082,false,41.6877778,-107.98
20130083,true,40.52243,-74.25384
20130084,true,31.96551,-89.24499
20130085,false,30.92773,-94.54854
20130086,true,30.92696,-94.55099
20130087,true,32.56273,-98.7191
20130088,false,40.585479,-74.213579
20130089,true,29.461595,-95.245072
20130090,true,32.61094,-98.7683
20130091,true,29.69373658,-95.03284979
20130092,true,29.62333683,-95.05727158
20130094,false,39.17837,-94.65934
20130095,false,30.1458,-94.4014
20130096,false,30.049461,-94.069686
20130097,true,37.84552,-97.08663
20130098,true,37.188347,-93.783194
20130099,true,40.395534,-85.110422
20130100,false,33.855711,-84.629237
20130101,true,29.763813,-95.012758
20130102,false,41.510158,-87.445686
20130103,true,44.460839,-105.576613
20130104,false,39.544,-87.5885
20130105,true,29.37889,-94.93121
20130106,false,29.8538,-93.95632
20130107,false,29.253809,-89.967529
20130108,true,29.52032,-95.107733
20130109,true,35.94072,-96.74691
20130110,false,40.585479,-74.213579
20130111,true,30.087494,-89.928927
20130112,false,32.088227,-102.137422
20130113,false,35.285,-101.541111
20130114,true,30.93182,-94.53129
20130115,true,35.84613,-97.62086
20130116,true,33.863481,-118.16312222
20130117,true,29.9877906,-94.0637716
20130118,false,30.10556,-92.88889
20130119,false,38.34024,-98.31176
20130120,false,41.322508,-102.87641
20130121,true,32.532145,-88.574787
20130122,false,36.13137,-96.02489
20130123,true,35.95778,-96.74944
20130124,false,30.05006,-94.07014
20130125,true,32.5343,-97.0456
20130126,true,29.633617,-90.1741
20130127,false,30.02767,-94.5044
20130128,false,29.708617,-95.1625
20130129,false,37.9702,-97.0122
20130130,true,33.24043,-93.1468
20130131,false,32.02363,-102.012028
20130132,true,30.2304266,-91.03874
20130133,false,35.097314,-119.391572
20130134,true,32.0711,-96.47409
20130135,false,43.1407,-93.35381
20130136,true,41.419421,-112.052591
20130137,true,41.640835,-87.46149
20130138,false,32.772073,-96.323668
20130139,false,31.784903,-102.17472
20130140,false,29.87727,-93.95604
20130141,false,37.46699,-86.22466
20130142,false,29.926686,-94.698972
20130143,true,41.752979,-83.551501
20130144,true,28.8239,-97.9906
20130145,false,41.255807,-82.397732
20130146,false,31.525701,-91.768142
20130147,false,31.13665,-102.19186
20130148,false,30.71263,-91.28181
20130149,true,29.716111,-95.2219583
20130150,false,41.752979,-83.551501
20130151,true,34.96406,-92.42859
20130152,true,47.685115,-95.412879
20130153,true,39.328029,-87.897211
20130154,false,32.0711,-96.47409
20130155,false,29.81987246,-95.15331796
20130156,true,37.052548,-95.612086
20130157,true,29.706587,-95.228165
20130158,false,40.59063,-74.21935
20130159,false,33.736385,-118.271949
20130160,false,40.52243,-74.25384
20130161,false,41.2885,-72.8999
20130162,true,38.58556,-94.22335
20130163,true,39.816597,-89.086496
20130164,true,38.38154,-97.83127
20130165,false,33.28411,-86.80266
20130166,true,28.54022,-99.18709
20130167,false,40.711466,-84.131779
20130168,false,30.18348,-93.3292
20130169,true,29.74772,-95.13058
20130170,false,40.59063,-74.21935
20130171,false,36.54755,-97.20423
20130172,false,31.52811,-103.56208
20130173,false,35.94336,-96.75159
20130174,false,32.0711,-96.47409
20130175,false,33.826786,-98.638556
20130176,true,48.21111,-96.43556
20130177,false,39.22226,-89.493926
20130178,false,40.519728,-75.535209
20130179,true,38.82204498,-90.07891101
20130180,false,36.18977222,-120.3564278
20130181,false,32.00836,-102.0054
20130182,false,41.274678,-82.167048
20130183,false,32.61009,-94.22141
20130184,false,34.55306,-82.47944
20130185,false,36.18085,-86.82914
20130186,false,34.23884,-97.492924
20130187,true,48.323422,-99.614158
20130188,true,47.882222,-97.21214672
20130189,true,36.57243,-90.87867
20130190,true,47.90556,-96.02083
20130191,true,42.183809,-91.189346
20130192,false,29.708617,-95.1625
20130193,false,36.135178,-95.63705
20130194,false,38.869483,-90.477517
20130195,false,40.31491,-76.03375
20130196,false,43.080915,-95.179006
20130197,true,29.82961,-91.001564
20130198,true,39.853611,-86.226389
20130199,false,31.7768,-96.3957
20130200,true,38.95973,-89.44549
20130201,false,29.763824,-95.012757
20130202,false,28.95081,-95.43176
20130203,false,32.9392,-97.2963
20130204,false,33.5890316,-102.4290155
20130205,true,29.44778,-90.26972
20130206,false,41.67288,-83.45348
20130207,true,29.90949,-94.26191
20130208,true,35.95885,-96.75655
20130209,true,29.31589,-89.28764
20130210,false,41.90877,-96.24902
20130211,false,30.0038889,-90.8547222
20130212,false,34.31371,-99.28394
20130213,false,29.34551,-94.93573
20130214,false,39.8411,-75.4177
20130215,false,39.74636,-104.67988
20130216,false,39.915961,-86.246533
20130217,true,40.291729,-85.862736
20130218,false,34.092292,-98.90449
20130219,false,29.73069,-95.23189
20130220,false,40.52243,-74.25384
20130221,false,40.52243,-74.25384
20130222,false,36.01167,-96.45009
20130223,false,46.6178,-96.4543
20130224,false,28.920722,-98.141111
20130225,false,29.473497,-96.621621
20130226,false,38.34021,-98.31168
20130227,false,39.36863,-93.459573
20130228,false,28.41922,-97.9921
20130229,true,43.992624,-104.388373
20130230,true,36.947219,-100.293152
20130231,false,40.16005,-110.077696
20130232,false,40.94267,-88.64449
20130233,false,32.02064,-102.01648
20130234,false,32.49781,-98.63609
20130235,false,30.83705,-95.17334
20130236,false,41.55849,-93.52615
20130237,true,28.61171,-97.09409
20130238,false,45.78611,-84.77444
20130239,false,33.85602,-84.62397
20130240,false,40.676504,-81.347693
20130241,false,32.848,-104.39
20130242,false,35.063508,-119.064372
20130243,false,29.97523,-94.05578
20130244,false,34.093675,-83.233783
20130245,true,35.96576,-103.18311
20130246,true,31.93856,-102.22691
20130247,false,40.52243,-74.25384
20130248,false,40.52243,-74.25384
20130249,false,39.673538,-76.125691
20130250,false,32.38719,-99.71718
20130251,true,29.10788,-90.16212
20130252,false,33.914572,-98.440369
20130253,false,67.7987,-149.8164
20130254,true,33.863,-97.9533
20130255,true,32.3036,-88.3412
20130256,false,30.0095,-94.0594
20130257,true,36.01663,-96.7549
20130258,true,42.80667,-94.36011
20130259,true,42.79375,-94.40176
20130260,false,38.3362,-97.67782
20130261,false,37.226483,-89.481844
20130262,false,35.32395,-119.650239
20130263,true,45.250322,-107.701801
20130264,false,29.36555,-94.93971
20130265,false,36.07123064,-79.93686505
20130266,true,30.155076,-91.563535
20130267,true,28.3563889,-99.571389
20130268,false,41.61955,-83.44724
20130269,true,47.7826,-103.56694
20130270,false,28.605919,-97.800378
20130271,true,29.90087416,-94.00565624
20130272,true,40.52243,-74.25384
20130273,false,37.80249,-96.91695
20130274,true,48.331143,-99.631503
20130275,true,48.365352,-100.119192
20130276,true,39.70808,-80.56138
20130277,false,33.914949,-98.437029
20130278,false,28.63112,-98.789953
20130279,false,38.19639,-94.81861
20130280,false,47.32444,-93.76306
20130281,true,33.139747,-98.1214
20130282,true,29.04464,-97.49499
20130283,true,36.07123064,-79.93686505
20130284,true,29.04718,-95.35215
20130285,false,34.421537,-105.224281
20130286,true,42.9916667,-106.7119444
20130287,false,32.10503,-101.46052
20130288,true,45.883706,-96.492211
20130289,true,36.927591,-96.052414
20130290,false,35.431862,-119.68993
20130291,false,39.025586,-85.851089
20130292,false,35.94754,-96.74449
20130293,false,32.7261111,-103.2997222
20130294,false,43.78507,-94.624817
20130295,true,41.51616,-87.44906
20130296,true,40.52243,-74.25384
20130297,false,45.698036,-93.997047
20130298,false,42.1043,-75.9956
20130299,false,39.85162,-75.41714
20130300,false,41.67284,-83.45352
20130301,false,40.605222,-74.23907
20130302,false,30.02448,-94.79471
20130303,false,48.012617,-102.881185
20130304,true,38.003663,-122.056224
20130305,true,30.060572,-93.5581
20130306,true,36.346272,-96.38565
20130307,true,41.697667,-90.098627
20130308,false,40.57741,-74.24819
20130309,true,32.483217,-94.831033
20130310,false,40.52243,-74.25384
20130311,false,39.789126,-89.104467
20130312,false,30.20382,-97.87389
20130313,true,47.934931,-103.647714
20130314,true,33.806255,-118.229308
20130315,true,33.949629,-118.370221
20130316,false,32.39482,-99.75808
20130317,false,41.8458333,-106.2038889
20130318,false,29.950028,-96.850184
20130319,true,37.79193,-96.88026
20130320,true,42.854755,-94.159355
20130321,false,30.04236,-96.91462
20130322,true,42.8842,-82.4943
20130323,true,29.705972,-95.237834
20130324,false,40.04027,-86.41016
20130325,false,37.052386,-95.611575
20130326,false,40.04027,-86.41016
20130327,false,29.70639,-95.23416
20130328,true,39.3271159,-87.8981323
20130329,false,32.531983,-100.841964
20130330,false,40.203611,-93.326669
20130331,false,34.874565,-97.79908
20130332,true,28.488488,-98.160559
20130333,true,35.55167,-78.3075
20130334,true,29.146389,-96.0775
20130335,false,40.351944,-77.51333
20130336,true,32.359487,-105.337417
20130337,false,40.6082833,-74.2117528
20130338,true,36.086068,-101.046424
20130339,false,36.77414,-97.75689
20130340,true,43.58698,-93.9091
20130341,false,42.81144,-94.33013
20130342,true,39.02942,-97.38027
20130343,true,29.716471,-95.217226
20130345,true,40.519942,-75.532336
20130346,false,29.72979,-95.22212
20130347,false,31.215,-97.4765
20130348,false,44.78880643,-85.15468796
20130349,false,37.79167,-95.42361
20130350,true,35.265278,-101.890833
20130351,false,31.655975,-102.24834
20130353,true,48.524251,-102.856912
20130354,false,30.84377614,-95.49514204
20130355,true,28.949448,-95.430748
20130356,false,32.02343,-102.01767
20130357,false,33.8630556,-118.2166667
20130358,false,35.936195,-96.748525
20130359,true,32.28981,-95.38024
20130360,false,31.97435,-89.58269
20130361,false,35.3496,-119.654007
20130362,true,29.854022,-94.892908
20130363,true,33.86657,-117.838615
20130364,true,33.769722,-118.208889
20130365,false,10/15/2013 18:05,31.93103
20130366,true,43.0456,-77.74824
20130367,false,33.03568558,-96.20079871
20130368,true,29.717115,-95.17842
20130369,false,32.782062,-103.960134
20130370,false,31.76976,-103.1764
20130371,false,29.89936,-93.955483
20130372,false,28.5088889,-99.2227778
20130373,true,32.36876,-99.65356
20130374,false,36.4302,-97.45631
20130375,true,34.314349,-119.298397
20130376,true,36.775556,-97.755756
20130377,false,39.70736769,-89.17722989
20130378,false,35.94066,-96.74784
20130379,true,48.304045,-102.373875
20130380,true,48.325686,-101.752403
20130381,true,41.61566,-93.12757
20130382,true,29.92317489,-97.1231789
20130383,true,40.588583,-74.21558
20130384,false,33.26013184,-92.63136292
20130385,false,29.81987246,-95.18024582
20130386,false,30.13945,-94.604717
20130387,false,40.52243,-74.25384
20130388,true,33.22973,-96.06001
20130389,false,46.69,-92.06
20130390,false,42.917984,-105.240693
20130391,true,36.67346274,-97.19300732
20130392,false,35.317952,-97.243049
20130393,false,39.395483,-104.939441
20130394,false,31.15903,-94.67588
20130395,false,35.69559,-97.59628
20130396,true,32.108042,-96.94382
20130397,false,32.842833,-90.905417
20130398,true,33.828281,-98.638347
20130399,true,40.039849,-86.409788
20130400,false,38.83618,-101.75231
20130401,false,34.2391,-97.5136
20130402,false,32.079424,-103.178079
20130403,true,29.36586,-89.34615
20130404,false,27.831131,-97.518106
20130405,true,36.7889,-100.6198
20130406,false,27.839803,-97.531604
20130407,false,32.650565,-103.14003
20130408,false,36.905274,-108.800237
20130409,false,29.787397,-94.40137
20130410,false,38.79205,-89.07362
20130411,true,38.7893921,-89.06510432
20140001,true,37.12022,-99.98155
20140002,false,35.9863,-96.7465
20140003,false,41.5652,-109.9803
20140004,true,35.597478,-97.247747
20140005,true,33.31601,-96.19278
20140006,true,38.814911,-99.566148
20140007,true,36.649239,-97.161522
20140008,true,39.277928,-99.652257
20140009,true,29.75023,-95.20624
20140010,false,36.4309,-107.062
20140011,true,40.80216,-76.60618
20140012,false,30.54601111,-91.16789167
20140013,false,40.519999,-75.531339
20140014,false,31.62733,-89.54218
20140015,true,34.394601,-97.418438
20140016,false,35.95778,-96.74944
20140017,false,39.03517,-84.69
20140018,true,38.829252,-90.089749
20140019,true,32.650552,-103.1392
20140020,false,29.787397,-94.40137
20140021,false,40.609013,-74.239568
20140022,true,35.5291888,-119.807777
20140023,false,29.22007944,-89.3959391
20140024,true,35.69179,-97.59352
20140025,false,29.85731,-94.895471
20140026,false,29.75023,-95.28087
20140027,false,35.6905,-97.5925
20140028,true,29.68112,-95.01403
20140029,false,36.07076,-79.93915
20140030,true,41.55694,-87.88556
20140031,true,38.339543,-97.676782
20140032,true,34.70203,-82.23533
20140033,false,38.344339,-97.674046
20140034,false,41.322508,-102.87641
20140035,false,39.36293,-97.47972
20140036,false,31.948696,-102.602889
20140037,false,41.529826,-109.393141
20140038,true,32.70276,-117.15622
20140039,false,29.750895,-95.131758
20140040,false,37.357891,-97.757054
20140041,false,37.321081,-96.843305
20140042,false,40.697527,-84.126687
20140043,false,35.96984,-96.01389
20140044,false,30.54774,-91.16217
20140045,false,44.77084,-93.04914
20140046,false,38.341141,-97.669735
20140047,false,38.344339,-97.674046
20140048,true,33.800211,-118.255721
20140049,false,40.52243,-74.25384
20140050,false,32.50059,-94.84779
20140051,true,39.7859444,-84.1620056
20140052,false,28.949448,-95.430748
20140053,false,47.32556,-93.76389
20140054,false,41.609732,-87.466047
20140055,true,33.56399,-97.87105
20140056,false,37.35595,-98.20689
20140057,false,35.8377778,-96.5122222
20140058,false,32.89621,-102.56563622
20140059,false,40.609319,-74.239141
20140060,true,32.04704,-94.10641
20140061,false,36.48798,-108.1301
20140062,false,31.81845,-102.33304
20140063,false,32.06417,96.86614
20140064,false,40.519254,-75.530339
20140065,false,34.206615,-98.58121
20140066,false,29.374592,-89.552288
20140067,true,37.205338,-76.461278
20140068,false,30.90931,-90.87143
20140069,false,21.31668,-158.09993
20140070,false,41.626855,-87.443384
20140071,true,32.76118,-100.94666
20140072,true,41.51487,-87.4512
20140073,true,43.114444,-105.8525
20140075,false,32.9942,-102.79009
20140076,false,41.612919,-87.468926
20140077,false,47.524128,-111.293911
20140078,true,38.88144,-94.7452
20140079,true,30.75774,-93.7767
20140080,true,29.819151,-95.154632
20140081,false,43.3117,-83.49045
20140082,false,40.47829444,-104.4352667
20140083,false,30.711259,-91.282986
20140084,true,36.6093,-98.51248
20140085,true,41.616693,-91.408465
20140086,false,41.60766736,-87.43874523
20140087,false,38.863322,-89.958939
20140088,false,30.71051,-91.28333
20140089,false,37.643839,-88.878198
20140090,true,41.421858,-81.761444
20140091,false,38.501433,-90.298736
20140092,false,38.776587,-89.084633
20140093,true,47.96935,-103.62392
20140094,false,32.83256,-95.48887
20140095,false,32.5374,-100.8358
20140096,false,42.53934,-88.6345
20140097,false,33.251978,-92.640564
20140098,false,31.788398,-89.332383
20140099,false,40.70825,-84.12206
20140100,false,35.265278,-101.890833
20140101,false,35.93784934,-96.71795726
20140102,false,32.519797,-94.870959
20140103,false,31.8063,-103.81461
20140104,true,47.78822,-103.97761
20140105,false,32.48252,-94.84004
20140106,false,36.00758,-96.75135
20140107,true,41.52278,-87.45194
20140108,false,30.1291,-94.63106
20140109,false,41.806608,-83.601248
20140110,true,34.044058,-118.441362
20140111,false,32.53024,-100.83563
20140112,false,34.55747,-97.28468
20140113,false,37.462217,-86.225891
20140114,false,34.55773,-97.37179
20140115,true,32.44166,-94.81077
20140116,true,30.383529,-95.724109
20140117,true,35.5291888,-119.80777
20140118,false,35.950352,-96.7594
20140119,false,47.30177,-110.7567
20140120,false,32.0711,-96.47409
20140121,false,31.78542,-102.55676
20140122,false,38.339275,-97.676786
20140123,false,43.14017,-93.35353
20140124,false,30.390281,88.173136
20140125,true,35.945288,-96.750877
20140126,true,33.787864,-118.269456
20140127,true,40.697102,-84.127323
20140128,false,41.507105,-87.452478
20140129,false,41.311708,-87.006836
20140130,true,29.97101,-93.942296
20140131,false,32.081667,-103.1811111
20140132,false,35.94603,-96.74797
20140133,false,48.112149,-103.778247
20140134,false,33.97676,-83.9178
20140135,false,41.126883,-104.791108
20140136,false,28.4622222,-98.2225
20140137,false,32.072932,-96.467214
20140138,false,41.626461,-87.440797
20140139,true,43.016283,-84.6554
20140140,true,41.14364,-87.902235
20140141,true,37.8681,-98.02141
20140142,false,48.39696,-102.91027
20140143,false,29.91156,-94.00983
20140144,true,47.921839,-103.563575
20140145,false,33.936574,-98.496891
20140146,false,27.83668,-97.52718
20140147,false,33.616375,-85.778931
20140148,true,32.61263,-101.0593
20140149,false,32.874236,-103.3011341
20140150,false,33.91486,-98.43757
20140151,true,48.720364,-101.20851
20140152,true,39.252793,-84.685909
20140153,false,31.50897,-104.35466
20140154,false,36.03385,-87.94387
20140155,true,33.7161833,-84.9190558
20140156,false,34.216537,-97.28714
20140157,false,38.581933,-90.188644
20140158,false,31.636831,-89.523521
20140159,false,41.05384,-81.3385
20140160,false,32.07175,-96.47357
20140161,true,29.935,-94.2833333
20140162,false,37.972548,-103.484322
20140163,true,32.47599,-94.71869
20140164,false,34.87656,-97.79842
20140165,false,43.95222,-89.68333
20140166,false,28.91382,-96.628799
20140167,false,42.024045,-87.951209
20140168,false,29.34525,-94.935183
20140169,false,45.152093,-104.714812
20140170,true,38.34044,-97.83677
20140171,false,28.422635,-81.369965
20140172,false,37.66399,-78.239171
20140173,false,36.03385,-87.94387
20140174,false,31.6256,-98.8071
20140175,true,36.77616,-97.24686
20140176,false,42.870358,-76.93538
20140177,true,29.466936,-89.514842
20140178,true,45.143056,-92.999245
20140179,false,30.71133,-91.27589
20140180,false,41.41579,-93.62086
20140181,false,32.07254,-101.856855
20140182,false,35.93784934,-96.71795726
20140183,false,31.718902,-102.21213
20140184,false,41.621205,-83.485937
20140185,true,29.4313,-95.65
20140186,true,41.831164,-79.117514
20140187,true,32.080668,-103.178983
20140188,false,32.4836,-94.8305
20140189,false,29.9006722,-94.0055528
20140190,false,47.32556,-93.76389
20140191,true,31.85330114,-104.53896522
20140192,false,28.37,-99.641
20140193,true,30.010811,-94.056361
20140194,false,29.717371,-95.179389
20140195,false,30.170532,-93.339358
